Article,Searches,Social_References
X1844,39,4
Y1845,184,37
Z1846,231,23
A1847,104,31
B1848,194,58
C1849,77,23
D1850,171,17
E1851,242,73
F1852,192,58
G1853,25,8
H1854,101,30
I1855,219,66
J1856,51,5
K1857,128,38
L1858,206,21
M1859,135,41
N1860,271,81
O1861,162,32
P1862,102,31
Q1863,52,10
R1864,171,51
S1865,143,43
T1866,96,29
U1867,220,22
V1868,128,13
W1869,112,11
X1870,41,12
Y1871,163,49
Z1872,203,41
A1873,232,70
B1874,108,11
C1875,249,50
D1876,283,85
E1877,127,38
F1878,2300,460
G1879,87,17
H1880,28,6
I1881,57,17
J1882,105,11
K1883,52,5
L1884,61,6
M1885,95,29
N1886,104,21
O1887,80,16
P1888,233,23
Q1889,261,26
R1890,66,20
S1891,133,27
T1892,28,8
U1893,21,6
V1894,248,74
W1895,43,13
X1896,24,7
Y1897,250,50
Z1898,226,45
A1899,19,4
B1900,303,30
C1901,149,45
D1902,142,14
E1903,65,13
F1904,87,9
G1905,237,24
H1906,19,4
I1907,65,13
J1908,257,51
K1909,79,8
L1910,147,29
M1911,304,30
N1912,264,79
O1913,205,21
P1914,80,24
Q1915,153,46
R1916,174,17
S1917,23,7
T1918,26,8
U1919,287,86
V1920,94,28
W1921,22,2
X1922,121,24
Y1923,22,7
Z1924,27,8
A1925,166,50
B1926,185,19
C1927,45,5
D1928,260,26
E1929,72,22
F1930,116,35
G1931,51,5
H1932,201,40
I1933,180,54
J1934,130,26
K1935,84,25
L1936,122,24
M1937,166,17
N1938,164,33
O1939,203,41
P1940,52,10
Q1941,128,38
R1942,83,17
S1943,137,14
T1944,80,16
U1945,27,5
V1946,229,23
W1947,196,39
X1948,279,28
Y1949,145,15
Z1950,48,10
A1951,152,30
B1952,125,13
C1953,108,22
D1954,143,14
E1955,238,48
F1956,121,36
G1957,194,58
H1958,29,3
I1959,141,14
J1960,233,47
K1961,21,6
L1962,94,28
M1963,94,28
N1964,284,85
O1965,135,41
P1966,154,46
Q1967,247,49
R1968,28,3
S1969,178,36
T1970,207,41
U1971,228,46
V1972,24,7
W1973,173,35
X1974,139,42
Y1975,160,16
Z1976,178,53
A1977,52,10
B1978,193,19
C1979,65,20
D1980,156,16
E1981,70,7
F1982,234,70
G1983,60,6
H1984,25,8
I1985,260,78
J1986,193,58
K1987,244,73
L1988,40,8
M1989,83,17
N1990,200,40
O1991,42,4
P1992,95,19
Q1993,134,13
R1994,155,47
S1995,115,23
T1996,249,75
U1997,173,52
V1998,140,42
W1999,166,33
X2000,23,5
Y2001,100,20
Z2002,153,15
A2003,289,87
B2004,174,52
C2005,97,10
D2006,148,15
E2007,79,8
F2008,74,22
G2009,313,94
H2010,100,30
I2011,48,10
J2012,130,39
K2013,196,20
L2014,75,8
M2015,205,41
N2016,119,24
O2017,298,30
P2018,111,22
Q2019,1665,333
R2020,83,25
S2021,158,32
T2022,43,9
U2023,194,39
V2024,204,20
W2025,45,9
X2026,64,6
Y2027,41,4
Z2028,307,31
A2029,257,26
B2030,224,22
C2031,20,4
D2032,167,17
E2033,24,2
F2034,103,31
G2035,130,13
H2036,44,13
I2037,147,29
J2038,76,15
K2039,53,16
L2040,193,39
M2041,236,71
N2042,131,13
O2043,296,89
P2044,259,52
Q2045,21,4
R2046,219,66
S2047,98,10
T2048,270,27
U2049,119,24
V2050,110,11
W2051,228,68
X2052,252,50
Y2053,207,41
Z2054,184,55
A2055,255,51
B2056,25,5
C2057,173,52
D2058,136,27
E2059,20,6
F2060,232,23
G2061,154,46
H2062,142,28
I2063,193,58
J2064,22,2
K2065,227,68
L2066,308,92
M2067,74,15
N2068,195,59
O2069,245,74
P2070,151,30
Q2071,117,35
R2072,261,78
S2073,41,4
T2074,51,5
U2075,67,7
V2076,80,24
W2077,212,21
X2078,240,72
Y2079,61,6
Z2080,57,11
A2081,210,63
B2082,49,5
C2083,23,5
D2084,247,74
E2085,278,28
F2086,91,9
G2087,134,13
H2088,47,9
I2089,240,48
J2090,56,6
K2091,118,24
L2092,124,25
M2093,227,23
N2094,218,22
O2095,196,20
P2096,52,10
Q2097,181,54
R2098,261,78
S2099,285,29
T2100,230,69
U2101,220,66
V2102,85,26
W2103,111,11
X2104,123,37
Y2105,191,38
Z2106,22,7
A2107,158,47
B2108,160,16
C2109,20,2
D2110,195,20
E2111,80,8
F2112,161,48
G2113,234,47
H2114,289,29
I2115,104,10
J2116,81,16
K2117,198,40
L2118,43,9
M2119,51,15
N2120,132,13
O2121,170,17
P2122,62,6
Q2123,98,29
R2124,79,24
S2125,96,10
T2126,115,35
U2127,84,25
V2128,191,57
W2129,222,44
X2130,87,17
Y2131,20,6
Z2132,25,5
A2133,139,42
B2134,226,68
C2135,141,28
D2136,167,33
E2137,59,6
F2138,218,65
G2139,84,25
H2140,160,48
I2141,160,48
J2142,245,25
K2143,49,15
L2144,141,42
M2145,48,5
N2146,210,42
O2147,304,30
P2148,153,15
Q2149,58,12
R2150,186,19
S2151,211,63
T2152,138,41
U2153,44,13
V2154,132,13
W2155,160,16
X2156,117,12
Y2157,80,24
Z2158,180,54
A2159,243,73
B2160,62,19
C2161,1646,494
D2162,134,27
E2163,178,53
F2164,69,21
G2165,83,25
H2166,143,14
I2167,282,56
J2168,282,85
K2169,173,35
L2170,155,16
M2171,157,31
N2172,68,7
O2173,86,26
P2174,208,62
Q2175,168,17
R2176,24,5
S2177,83,25
T2178,55,11
U2179,215,43
V2180,181,54
W2181,81,16
X2182,83,8
Y2183,213,21
Z2184,116,23
A2185,190,57
B2186,148,30
C2187,140,28
D2188,21,4
E2189,177,35
F2190,66,13
G2191,284,85
H2192,63,6
I2193,185,37
J2194,139,42
K2195,113,11
L2196,170,34
M2197,115,12
N2198,21,2
O2199,331,99
P2200,345,104
Q2201,336,101
R2202,26,5
S2203,110,33
T2204,24,2
U2205,307,61
V2206,139,14
W2207,100,10
X2208,218,65
Y2209,206,41
Z2210,201,40
A2211,124,25
B2212,290,29
C2213,145,15
D2214,160,48
E2215,224,22
F2216,158,32
G2217,221,22
H2218,216,43
I2219,228,23
J2220,134,27
K2221,29,6
L2222,23,2
M2223,29,9
N2224,207,41
O2225,55,17
P2226,166,50
Q2227,275,83
R2228,159,48
S2229,81,24
T2230,141,42
U2231,41,4
V2232,97,10
W2233,66,7
X2234,111,11
Y2235,171,34
Z2236,123,25
A2237,115,35
B2238,87,17
C2239,202,20
D2240,176,18
E2241,190,19
F2242,29,3
G2243,114,11
H2244,164,49
I2245,88,18
J2246,205,41
K2247,139,14
L2248,48,14
M2249,154,15
N2250,188,56
O2251,84,25
P2252,101,20
Q2253,198,20
R2254,117,35
S2255,161,16
T2256,117,35
U2257,277,55
V2258,51,10
W2259,168,34
X2260,81,24
Y2261,293,29
Z2262,118,24
A2263,125,25
B2264,241,24
C2265,132,40
D2266,79,8
E2267,24,5
F2268,193,39
G2269,261,78
H2270,26,3
I2271,250,25
J2272,79,16
K2273,57,17
L2274,22,7
M2275,39,12
N2276,118,24
O2277,216,22
P2278,312,31
Q2279,147,44
R2280,186,19
S2281,47,5
T2282,218,65
U2283,24,7
V2284,22,2
W2285,254,25
X2286,53,5
Y2287,87,17
Z2288,51,10
A2289,115,35
B2290,27,3
C2291,315,95
D2292,150,30
E2293,158,32
F2294,194,58
G2295,280,28
H2296,27,5
I2297,131,39
J2298,204,20
K2299,112,22
L2300,39,12
M2301,172,34
N2302,134,27
O2303,240,24
P2304,202,61
Q2305,198,40
R2306,136,27
S2307,125,38
T2308,261,52
U2309,40,4
V2310,307,31
W2311,214,43
X2312,252,25
Y2313,103,31
Z2314,75,8
A2315,226,45
B2316,108,11
C2317,48,5
D2318,241,72
E2319,60,18
F2320,316,95
G2321,233,47
H2322,84,25
I2323,58,6
J2324,82,25
K2325,29,6
L2326,92,18
M2327,136,27
N2328,123,37
O2329,252,25
P2330,176,53
Q2331,245,49
R2332,286,29
S2333,24,5
T2334,222,22
U2335,265,27
V2336,249,75
W2337,221,66
X2338,216,65
Y2339,59,6
Z2340,191,19
A2341,175,35
B2342,289,29
C2343,19,4
D2344,226,45
E2345,168,50
F2346,194,58
G2347,245,49
H2348,162,49
I2349,190,19
J2350,55,11
K2351,200,40
L2352,161,16
M2353,95,10
N2354,57,11
O2355,216,65
P2356,275,83
Q2357,70,21
R2358,218,65
S2359,235,71
T2360,275,28
U2361,130,26
V2362,78,8
W2363,46,9
X2364,167,33
Y2365,227,68
Z2366,39,4
A2367,227,68
B2368,171,51
C2369,49,15
D2370,213,64
E2371,53,5
F2372,198,20
G2373,107,11
H2374,306,31
I2375,44,13
J2376,267,80
K2377,21,2
L2378,76,23
M2379,159,32
N2380,196,20
O2381,256,51
P2382,168,50
Q2383,110,22
R2384,161,16
S2385,21,2
T2386,153,15
U2387,56,6
V2388,109,11
W2389,21,4
X2390,76,8
Y2391,184,18
Z2392,63,13
A2393,80,8
B2394,45,5
C2395,201,20
D2396,231,23
E2397,126,13
F2398,63,6
G2399,111,22
H2400,24,5
I2401,171,17
J2402,195,59
K2403,157,31
L2404,47,5
M2405,167,33
N2406,53,16
O2407,295,59
P2408,173,35
Q2409,29,9
R2410,156,31
S2411,164,33
T2412,42,4
U2413,161,16
V2414,110,33
W2415,201,40
X2416,80,24
Y2417,190,38
Z2418,28,8
A2419,44,13
B2420,295,59
C2421,271,27
D2422,156,31
E2423,84,8
F2424,251,25
G2425,42,13
H2426,201,60
I2427,161,32
J2428,65,13
K2429,181,54
L2430,2853,285
M2431,102,10
N2432,164,16
O2433,279,84
P2434,26,3
Q2435,28,8
R2436,227,68
S2437,166,17
T2438,217,43
U2439,186,56
V2440,198,20
W2441,39,4
X2442,165,17
Y2443,57,6
Z2444,165,17
A2445,174,52
B2446,155,31
C2447,209,63
D2448,126,25
E2449,156,31
F2450,289,87
G2451,50,10
H2452,155,47
I2453,123,37
J2454,133,27
K2455,256,77
L2456,117,23
M2457,109,33
N2458,62,12
O2459,119,12
P2460,260,78
Q2461,160,32
R2462,216,65
S2463,148,30
T2464,38,4
U2465,139,14
V2466,58,17
W2467,150,15
X2468,22,2
Y2469,69,7
Z2470,202,40
A2471,43,4
B2472,87,17
C2473,102,31
D2474,38,4
E2475,95,29
F2476,127,38
G2477,78,16
H2478,138,28
I2479,147,29
J2480,248,74
K2481,180,54
L2482,21,2
M2483,123,37
N2484,259,78
O2485,249,75
P2486,134,40
Q2487,227,68
R2488,123,25
S2489,134,40
T2490,180,54
U2491,49,15
V2492,200,60
W2493,223,22
X2494,281,84
Y2495,216,65
Z2496,190,38
A2497,167,17
B2498,271,27
C2499,195,20
D2500,135,41
E2501,231,69
F2502,23,5
G2503,118,35
H2504,192,19
I2505,149,45
J2506,125,38
K2507,292,29
L2508,183,18
M2509,78,8
N2510,122,12
O2511,25,5
P2512,53,16
Q2513,143,14
R2514,141,28
S2515,95,10
T2516,187,19
U2517,180,18
V2518,217,43
W2519,186,37
X2520,198,59
Y2521,77,8
Z2522,103,21
A2523,96,19
B2524,100,10
C2525,114,34
D2526,94,28
E2527,236,71
F2528,21,4
G2529,313,63
H2530,214,64
I2531,165,33
J2532,210,21
K2533,228,46
L2534,125,38
M2535,45,9
N2536,126,13
O2537,146,44
P2538,87,9
Q2539,170,34
R2540,256,77
S2541,326,65
T2542,86,9
U2543,47,9
V2544,200,60
W2545,181,36
X2546,223,45
Y2547,256,77
Z2548,130,26
A2549,150,15
B2550,275,83
C2551,28,6
D2552,192,58
E2553,29,3
F2554,187,19
G2555,134,40
H2556,200,20
I2557,107,21
J2558,26,5
K2559,253,51
L2560,23,2
M2561,157,47
N2562,194,58
O2563,132,13
P2564,23,5
Q2565,124,25
R2566,38,8
S2567,147,29
T2568,81,8
U2569,195,59
V2570,239,72
W2571,45,9
X2572,77,23
Y2573,19,4
Z2574,67,20
A2575,43,13
B2576,38,8
C2577,217,22
D2578,236,71
E2579,104,21
F2580,77,15
G2581,230,69
H2582,314,94
I2583,157,16
J2584,281,84
K2585,209,42
L2586,142,28
M2587,42,4
N2588,1870,561
O2589,163,16
P2590,284,85
Q2591,133,27
R2592,210,21
S2593,27,5
T2594,53,11
U2595,47,5
V2596,173,35
W2597,173,52
X2598,42,13
Y2599,49,15
Z2600,228,46
A2601,259,26
B2602,161,32
C2603,190,57
D2604,101,20
E2605,39,12
F2606,182,55
G2607,82,8
H2608,138,28
I2609,162,16
J2610,90,18
K2611,125,38
L2612,247,49
M2613,121,24
N2614,233,47
O2615,263,26
P2616,189,38
Q2617,46,14
R2618,306,31
S2619,164,16
T2620,113,23
U2621,48,14
V2622,268,27
W2623,56,11
X2624,242,73
Y2625,94,28
Z2626,208,62
A2627,255,26
B2628,83,8
C2629,28,8
D2630,230,46
E2631,261,26
F2632,230,46
G2633,101,10
H2634,179,36
I2635,265,53
J2636,191,38
K2637,177,18
L2638,188,38
M2639,81,16
N2640,186,56
O2641,47,14
P2642,108,22
Q2643,291,29
R2644,223,67
S2645,168,17
T2646,87,26
U2647,29,3
V2648,239,48
W2649,154,46
X2650,256,51
Y2651,115,23
Z2652,104,21
A2653,172,52
B2654,222,22
C2655,122,12
D2656,242,73
E2657,204,20
F2658,41,4
G2659,56,11
H2660,23,2
I2661,25,8
J2662,188,19
K2663,25,5
L2664,230,23
M2665,181,54
N2666,101,20
O2667,21,4
P2668,201,20
Q2669,104,10
R2670,69,21
S2671,167,17
T2672,57,11
U2673,174,17
V2674,228,23
W2675,57,6
X2676,196,39
Y2677,24,2
Z2678,114,34
A2679,130,26
B2680,262,52
C2681,299,90
D2682,174,17
E2683,116,12
F2684,97,10
G2685,78,8
H2686,236,24
I2687,136,27
J2688,133,13
K2689,29,3
L2690,94,28
M2691,54,16
N2692,143,29
O2693,123,37
P2694,176,35
Q2695,141,42
R2696,38,11
S2697,86,9
T2698,81,24
U2699,144,14
V2700,57,6
W2701,114,23
X2702,58,6
Y2703,318,95
Z2704,69,7
A2705,65,7
B2706,123,25
C2707,102,10
D2708,29,3
E2709,199,40
F2710,329,33
G2711,317,95
H2712,119,12
I2713,268,54
J2714,170,34
K2715,104,31
L2716,279,56
M2717,109,11
N2718,43,9
O2719,107,21
P2720,164,16
Q2721,159,16
R2722,230,69
S2723,218,44
T2724,44,4
U2725,287,57
V2726,246,25
W2727,259,52
X2728,134,13
Y2729,61,6
Z2730,254,25
A2731,99,30
B2732,153,46
C2733,165,50
D2734,143,29
E2735,28,3
F2736,40,4
G2737,21,4
H2738,220,44
I2739,252,25
J2740,50,15
K2741,114,23
L2742,181,54
M2743,133,40
N2744,223,67
O2745,215,65
P2746,133,40
Q2747,152,15
R2748,43,9
S2749,159,32
T2750,137,14
U2751,257,51
V2752,41,12
W2753,80,24
X2754,97,29
Y2755,226,68
Z2756,269,27
A2757,203,61
B2758,115,12
C2759,78,23
D2760,28,6
E2761,49,5
F2762,52,5
G2763,217,22
H2764,55,11
I2765,144,29
J2766,193,19
K2767,80,24
L2768,180,18
M2769,50,15
N2770,277,83
O2771,101,10
P2772,93,19
Q2773,192,58
R2774,228,68
S2775,214,21
T2776,24,7
U2777,28,3
V2778,117,35
W2779,61,6
X2780,221,22
Y2781,183,37
Z2782,129,13
A2783,158,16
B2784,138,28
C2785,25,3
D2786,199,40
E2787,226,23
F2788,152,30
G2789,101,10
H2790,117,35
I2791,123,12
J2792,195,39
K2793,147,15
L2794,71,21
M2795,101,30
N2796,186,37
O2797,112,34
P2798,98,20
Q2799,101,10
R2800,269,81
S2801,269,81
T2802,98,20
U2803,80,8
V2804,86,17
W2805,25,5
X2806,57,11
Y2807,44,9
Z2808,202,61
A2809,187,56
B2810,1521,152
C2811,249,50
D2812,283,57
E2813,68,20
F2814,62,19
G2815,219,22
H2816,51,15
I2817,103,10
J2818,122,37
K2819,48,5
L2820,213,64
M2821,251,75
N2822,141,42
O2823,58,17
P2824,21,6
Q2825,116,35
R2826,221,44
S2827,241,72
T2828,198,20
U2829,20,4
V2830,284,28
W2831,213,64
X2832,123,12
Y2833,287,57
Z2834,119,36
A2835,238,48
B2836,129,39
C2837,48,14
D2838,118,35
E2839,87,9
F2840,142,28
G2841,179,54
H2842,276,28
I2843,95,10
J2844,224,22
K2845,162,32
L2846,104,21
M2847,176,18
N2848,246,74
O2849,140,14
P2850,315,32
Q2851,190,38
R2852,156,16
S2853,146,15
T2854,113,34
U2855,44,13
V2856,164,16
W2857,80,8
X2858,79,16
Y2859,220,44
Z2860,122,12
A2861,190,38
B2862,125,25
C2863,29,9
D2864,96,19
E2865,115,35
F2866,169,34
G2867,22,2
H2868,203,61
I2869,69,7
J2870,133,40
K2871,84,17
L2872,93,28
M2873,216,22
N2874,256,26
O2875,118,35
P2876,201,40
Q2877,117,23
R2878,116,12
S2879,302,60
T2880,196,20
U2881,166,50
V2882,253,76
W2883,120,24
X2884,177,18
Y2885,367,37
Z2886,233,47
A2887,154,31
B2888,150,15
C2889,124,37
D2890,185,37
E2891,312,31
F2892,241,48
G2893,197,39
H2894,106,21
I2895,198,20
J2896,164,49
K2897,74,22
L2898,171,51
M2899,316,32
N2900,115,35
O2901,50,10
P2902,255,51
Q2903,131,39
R2904,136,27
S2905,209,42
T2906,199,20
U2907,185,56
V2908,25,3
W2909,111,11
X2910,75,15
Y2911,29,6
Z2912,172,52
A2913,167,50
B2914,136,14
C2915,208,42
D2916,95,29
E2917,249,75
F2918,219,44
G2919,250,25
H2920,27,5
I2921,80,8
J2922,224,45
K2923,82,25
L2924,136,14
M2925,114,23
N2926,19,6
O2927,227,23
P2928,202,20
Q2929,54,11
R2930,38,11
S2931,283,85
T2932,143,14
U2933,114,34
V2934,229,46
W2935,40,4
X2936,184,55
Y2937,108,32
Z2938,158,16
A2939,198,59
B2940,28,8
C2941,192,58
D2942,41,8
E2943,222,44
F2944,27,8
G2945,74,7
H2946,128,38
I2947,317,63
J2948,79,16
K2949,273,82
L2950,246,25
M2951,124,12
N2952,149,30
O2953,193,39
P2954,115,23
Q2955,26,8
R2956,287,86
S2957,82,16
T2958,179,36
U2959,312,31
V2960,60,6
W2961,154,31
X2962,196,20
Y2963,100,20
Z2964,200,60
A2965,232,46
B2966,20,2
C2967,113,34
D2968,27,3
E2969,66,20
F2970,20,6
G2971,57,11
H2972,198,20
I2973,158,16
J2974,85,26
K2975,236,47
L2976,29,3
M2977,45,5
N2978,107,32
O2979,225,68
P2980,21,4
Q2981,101,10
R2982,111,22
S2983,249,75
T2984,275,55
U2985,125,13
V2986,105,32
W2987,62,12
X2988,152,46
Y2989,219,22
Z2990,170,17
A2991,91,27
B2992,191,57
C2993,262,79
D2994,29,6
E2995,99,20
F2996,108,22
G2997,286,86
H2998,46,9
I2999,216,43
J3000,237,24
K3001,27,5
L3002,178,36
M3003,57,17
N3004,212,64
O3005,255,77
P3006,83,25
Q3007,216,22
R3008,230,23
S3009,153,31
T3010,223,22
U3011,285,29
V3012,19,4
W3013,56,11
X3014,126,38
Y3015,147,44
Z3016,2704,270
A3017,227,45
B3018,187,19
C3019,227,68
D3020,54,11
E3021,306,31
F3022,114,11
G3023,87,9
H3024,203,20
I3025,57,6
J3026,201,40
K3027,40,8
L3028,77,15
M3029,28,8
N3030,57,6
O3031,38,11
P3032,89,27
Q3033,58,12
R3034,123,25
S3035,270,27
T3036,142,43
U3037,231,69
V3038,139,14
W3039,206,21
X3040,180,54
Y3041,205,62
Z3042,220,44
A3043,115,23
B3044,231,23
C3045,77,15
D3046,116,23
E3047,204,20
F3048,186,37
G3049,24,7
H3050,267,80
I3051,174,52
J3052,289,87
K3053,92,18
L3054,261,52
M3055,190,57
N3056,348,70
O3057,296,59
P3058,123,12
Q3059,42,8
R3060,239,48
S3061,116,35
T3062,236,24
U3063,69,7
V3064,20,2
W3065,151,45
X3066,27,3
Y3067,256,51
Z3068,137,41
A3069,243,73
B3070,202,20
C3071,204,41
D3072,191,38
E3073,92,9
F3074,127,38
G3075,214,64
H3076,19,6
I3077,77,15
J3078,156,47
K3079,130,26
L3080,307,61
M3081,167,50
N3082,135,41
O3083,171,51
P3084,163,16
Q3085,169,34
R3086,232,46
S3087,60,6
T3088,84,17
U3089,227,45
V3090,156,16
W3091,250,25
X3092,76,8
Y3093,250,50
Z3094,178,53
A3095,115,23
B3096,271,54
C3097,121,12
D3098,163,49
E3099,118,24
F3100,57,17
G3101,245,25
H3102,26,3
I3103,46,9
J3104,200,60
K3105,52,16
L3106,24,5
M3107,288,58
N3108,66,7
O3109,285,29
P3110,55,11
Q3111,227,23
R3112,28,3
S3113,234,23
T3114,189,57
U3115,185,37
V3116,88,9
W3117,110,33
X3118,73,22
Y3119,206,62
Z3120,264,79
A3121,201,20
B3122,177,18
C3123,242,73
D3124,43,4
E3125,41,8
F3126,81,16
G3127,261,52
H3128,54,5
I3129,116,23
J3130,96,10
K3131,22,2
L3132,78,16
M3133,190,19
N3134,139,42
O3135,77,15
P3136,235,24
Q3137,97,29
R3138,244,49
S3139,217,43
T3140,241,72
U3141,217,65
V3142,203,61
W3143,140,28
X3144,112,22
Y3145,170,17
Z3146,25,5
A3147,21,4
B3148,198,20
C3149,153,46
D3150,57,17
E3151,142,43
F3152,298,89
G3153,22,2
H3154,159,48
I3155,25,3
J3156,139,28
K3157,79,8
L3158,81,16
M3159,161,32
N3160,40,4
O3161,19,2
P3162,171,51
Q3163,134,40
R3164,269,81
S3165,228,68
T3166,77,23
U3167,265,80
V3168,231,46
W3169,266,80
X3170,271,81
Y3171,206,41
Z3172,58,6
A3173,231,69
B3174,28,3
C3175,86,26
D3176,113,23
E3177,181,36
F3178,124,12
G3179,193,19
H3180,72,14
I3181,159,48
J3182,22,7
K3183,254,51
L3184,220,22
M3185,77,8
N3186,65,7
O3187,112,22
P3188,147,15
Q3189,206,21
R3190,300,60
S3191,80,24
T3192,89,27
U3193,187,19
V3194,63,6
W3195,82,16
X3196,291,58
Y3197,154,31
Z3198,162,16
A3199,174,35
B3200,85,17
C3201,116,12
D3202,58,6
E3203,221,66
F3204,228,68
G3205,152,46
H3206,139,42
I3207,254,76
J3208,29,9
K3209,194,19
L3210,132,13
M3211,95,19
N3212,193,39
O3213,206,41
P3214,76,15
Q3215,129,13
R3216,261,26
S3217,80,8
T3218,57,6
U3219,136,27
V3220,69,21
W3221,66,7
X3222,153,15
Y3223,86,17
Z3224,249,50
A3225,202,20
B3226,101,10
C3227,187,37
D3228,68,7
E3229,253,76
F3230,181,18
G3231,118,35
H3232,205,21
I3233,190,57
J3234,83,17
K3235,154,31
L3236,118,12
M3237,23,2
N3238,113,11
O3239,87,26
P3240,174,17
Q3241,213,21
R3242,151,45
S3243,49,15
T3244,125,38
U3245,190,57
V3246,86,17
W3247,227,45
X3248,239,72
Y3249,51,5
Z3250,151,30
A3251,206,62
B3252,59,12
C3253,259,26
D3254,99,30
E3255,58,6
F3256,236,71
G3257,27,3
H3258,89,18
I3259,109,22
J3260,108,11
K3261,84,25
L3262,63,13
M3263,25,5
N3264,192,58
O3265,192,38
P3266,160,48
Q3267,205,41
R3268,218,44
S3269,145,29
T3270,44,4
U3271,252,25
V3272,213,43
W3273,247,25
X3274,84,17
Y3275,177,53
Z3276,151,45
A3277,53,5
B3278,310,93
C3279,147,29
D3280,102,10
E3281,72,7
F3282,241,24
G3283,23,5
H3284,1275,255
I3285,102,20
J3286,109,33
K3287,172,34
L3288,21,6
M3289,231,46
N3290,103,31
O3291,122,37
P3292,46,9
Q3293,274,55
R3294,237,71
S3295,138,14
T3296,26,5
U3297,177,35
V3298,93,28
W3299,186,37
X3300,144,29
Y3301,102,20
Z3302,28,6
A3303,273,55
B3304,71,7
C3305,276,55
D3306,19,2
E3307,19,4
F3308,219,66
G3309,220,44
H3310,179,36
I3311,144,43
J3312,203,61
K3313,205,62
L3314,121,12
M3315,102,10
N3316,58,6
O3317,159,32
P3318,74,7
Q3319,303,61
R3320,146,15
S3321,210,63
T3322,168,34
U3323,87,26
V3324,251,75
W3325,256,26
X3326,289,87
Y3327,46,9
Z3328,24,5
A3329,227,68
B3330,132,40
C3331,201,20
D3332,22,4
E3333,269,54
F3334,70,7
G3335,62,19
H3336,173,17
I3337,264,53
J3338,270,27
K3339,206,21
L3340,168,34
M3341,300,30
N3342,151,15
O3343,22,7
P3344,112,22
Q3345,44,4
R3346,22,7
S3347,226,23
T3348,47,9
U3349,110,22
V3350,231,23
W3351,184,37
X3352,290,29
Y3353,25,3
Z3354,136,27
A3355,49,10
B3356,215,22
C3357,108,32
D3358,349,35
E3359,61,12
F3360,121,36
G3361,65,20
H3362,149,30
I3363,62,12
J3364,220,66
K3365,38,8
L3366,311,62
M3367,166,33
N3368,167,17
O3369,21,6
P3370,159,48
Q3371,146,44
R3372,170,34
S3373,235,71
T3374,171,51
U3375,102,20
V3376,287,29
W3377,96,10
X3378,134,40
Y3379,162,32
Z3380,219,22
A3381,151,30
B3382,374,112
C3383,239,72
D3384,141,14
E3385,241,48
F3386,159,32
G3387,50,5
H3388,176,53
I3389,110,33
J3390,209,42
K3391,224,22
L3392,104,10
M3393,215,65
N3394,97,19
O3395,133,27
P3396,254,76
Q3397,151,15
R3398,29,6
S3399,25,5
T3400,139,14
U3401,90,9
V3402,44,13
W3403,216,65
X3404,157,16
Y3405,162,32
Z3406,29,9
A3407,259,26
B3408,85,26
C3409,50,5
D3410,258,77
E3411,201,60
F3412,186,19
G3413,55,17
H3414,102,31
I3415,29,3
J3416,265,80
K3417,318,32
L3418,87,17
M3419,225,68
N3420,189,38
O3421,68,7
P3422,197,59
Q3423,116,23
R3424,280,84
S3425,139,42
T3426,258,26
U3427,105,21
V3428,213,21
W3429,257,26
X3430,218,65
Y3431,134,40
Z3432,87,26
A3433,84,25
B3434,40,12
C3435,149,45
D3436,238,48
E3437,249,25
F3438,56,17
G3439,44,13
H3440,297,89
I3441,80,16
J3442,109,22
K3443,292,58
L3444,89,9
M3445,171,51
N3446,218,44
O3447,127,38
P3448,217,22
Q3449,199,40
R3450,138,14
S3451,20,4
T3452,333,67
U3453,96,19
V3454,71,14
W3455,27,5
X3456,58,17
Y3457,233,23
Z3458,56,6
A3459,164,49
B3460,23,7
C3461,51,10
D3462,251,25
E3463,79,24
F3464,178,18
G3465,186,19
H3466,105,32
I3467,45,14
J3468,245,49
K3469,222,44
L3470,136,27
M3471,259,26
N3472,63,13
O3473,191,19
P3474,145,15
Q3475,282,28
R3476,20,4
S3477,121,36
T3478,146,29
U3479,246,74
V3480,114,11
W3481,228,46
X3482,191,38
Y3483,196,39
Z3484,123,12
A3485,55,6
B3486,195,20
C3487,141,42
D3488,29,6
E3489,221,22
F3490,120,36
G3491,281,84
H3492,137,27
I3493,117,35
J3494,236,24
K3495,46,14
L3496,172,52
M3497,274,27
N3498,121,24
O3499,29,9
P3500,126,13
Q3501,174,35
R3502,221,66
S3503,275,83
T3504,107,32
U3505,316,95
V3506,182,36
W3507,172,17
X3508,260,52
Y3509,232,46
Z3510,213,64
A3511,195,39
B3512,256,26
C3513,199,20
D3514,254,76
E3515,306,31
F3516,111,33
G3517,220,44
H3518,146,29
I3519,191,57
J3520,116,35
K3521,200,20
L3522,77,15
M3523,221,22
N3524,82,25
O3525,28,8
P3526,83,8
Q3527,57,6
R3528,50,15
S3529,162,32
T3530,199,20
U3531,160,48
V3532,224,67
W3533,24,2
X3534,58,12
Y3535,226,23
Z3536,82,25
A3537,19,4
B3538,256,26
C3539,73,15
D3540,77,15
E3541,41,12
F3542,200,20
G3543,92,9
H3544,163,16
I3545,255,26
J3546,115,23
K3547,172,52
L3548,159,48
M3549,67,13
N3550,45,9
O3551,252,50
P3552,63,13
Q3553,22,4
R3554,141,42
S3555,269,27
T3556,162,16
U3557,183,18
V3558,181,36
W3559,241,72
X3560,166,50
Y3561,239,24
Z3562,81,24
A3563,206,21
B3564,222,22
C3565,129,13
