Article,MATERIAL_CONTENT_CODE,PRODUCT_TYPES,BUSINESS_SEGMENTS,NRF_COLOR_CODE,MODEL,Sustainablity,MARKETING_CATEGORY
L454,AT39,104,9759758,100,EPG24,Organic materials,EP6
M455,AT2E,1,3030975,150,IG336,Recycled plastic,IG16
N456,AT4B,108,89757,1,KYM32,Organic materials,KY11
O457,AT2E,1,309975,1,JKI16,Recycled,JK3
P458,AT2E,1,3098,100,25212,Not Applicable,259
Q459,AT2X,1,3095,99,FSK65,Recycled,FS22
R460,DO01,24,34230,330,DRB25,Recycleable,DR11
S461,AT2E,1,3030975,1,GVK43,Organic materials,GV1
T462,M3X,61,975349,100,DBH42,Organic materials,DB3
U463,AT27,1,3098,100,IZH67,Organic materials,IZ2
V464,AT2R,1,3088,963,FBA52,Recycled,FB19
W465,M3X,267,975348,1,KYQ98,Organic materials,KY15
X466,AT2E,161,3030975,756,LDC28,Recycled,LD5
Y467,TRZ0,14,975534,1,LEG65,Recycleable,LE11
Z468,TRK7,39,303034,305,JKO90,Primeblue nylon,JK15
A469,TRKF,267,3099,1,FYU43,PFC free,FY13
B470,PRJP,217,975530,71,IA243,Organic materials,IA18
C471,TRK4,21,8342,734,IPD89,Recycleable,IP4
D472,AT28,202,3030975,100,GVT02,Recycled plastic,GV8
E473,PRDY,267,303034,300,AF394,Recycled,AF15
F474,AT2X,1,9752975,1,EBH82,Vegan,EB24
G475,AT2E,1,309975,1,AV548,Low carbon footprint,AV2
H476,AT2E,1,9752975,1,KYP32,Organic materials,KY14
I477,AT2E,1,309975,1,JAA03,Not Applicable,JA1
J478,AT2E,1,97534975,1,EVT16,Low carbon footprint,EV7
K479,DO5W,44,3079,301,KYU80,Reegrow,KY8
L480,AT39,104,9759758,1,IB946,Primeblue nylon,IB14
M481,AT2E,1,30302,100,GLH09,Recycled,GL24
N482,DO07,14,30305,1,LUP93,Recycled,LU7
O483,AT3G,104,89757,33,LLB92,Primeblue nylon,LL16
P484,AT2E,1,30934,440,LDV19,Not Applicable,LD18
Q485,AT2O,1,30308,100,KMJ10,Recycled plastic,KM7
R486,DO07,66,3422,647,BWD03,Recycled plastic,BW20
S487,TRFU,31,975346,1,14276,Reegrow,149
T488,DO07,267,303030,1,KYJ53,Organic materials,KY25
U489,DO0S,39,83430,100,IYG60,Vegan,IY10
V490,DO01,21,8342,468,GZP43,Low carbon footprint,GZ22
W491,TRK4,24,97526,100,FSG77,Organic materials,FS20
X492,AT2O,1,975306,1,EPI44,Reegrow,EP1
Y493,AT2O,1,30302,100,34725,Low carbon footprint,3416
Z494,TRK4,177,303030,1,FWN13,Recycleable,FW6
A495,TRFU,44,97526,1,IHL53,Reegrow,IH13
B496,PR6T,216,8342,1,GLC09,Recycled,GL19
C497,AT2R,3,3085,270,EBH79,Primeblue nylon,EB5
D498,AT38,163,3030975,100,14276,Reegrow,144
E499,DO2V,44,30834,100,KYN10,Recycleable,KY18
F500,DO07,14,303030,100,FUC24,Not Applicable,FU0
G501,AT2E,161,3030975,1,17999,Not Applicable,177
H502,TRK4,177,303034,1,EOY06,Recycled plastic,EO15
I503,PR0G,13,975530,100,FWN92,Recycled,FW5
J504,AT28,163,30308,100,IXP73,Recycled,IX3
K505,DO6W,285,303034,468,DBI06,Recycled plastic,DB24
L506,TRK4,216,3079,408,BUJ07,Primeblue nylon,BU22
M507,TRK4,16,9759758,415,DBI07,Reegrow,DB19
N508,M3X,66,30307,1,KZY58,Recycled,KZ2
O509,AT2X,1,3098,23,CFW68,Primeblue nylon,CF0
P510,DO01,269,975348,1,KYP87,Reegrow,KY7
Q511,AT2E,1,3030975,1,EMX24,Organic materials,EM17
R512,M3X,267,975348,400,LEC99,Recycled,LE8
S513,PRAA,15,97528,1,FYF13,Vegan,FY19
T514,M3X,76,975349,30,GJM78,Organic materials,GJ16
U515,AT2E,1,30934,1,DVC99,Low carbon footprint,DV20
V516,M3X,205,975348,35,LEI83,Low carbon footprint,LE11
W517,M3X,44,975348,670,KYN10,Low carbon footprint,KY17
X518,TRFU,288,975534,830,JAA03,Not Applicable,JA22
Y519,TRK4,37,97526,1,IWV40,Low carbon footprint,IW21
Z520,AT6B,1,30342,100,GSZ81,Recycled,GS19
A521,TRK4,39,3099,1,IOO69,Low carbon footprint,IO16
B522,DO07,21,303030,1,JAC67,Recycleable,JA23
C523,TRFP,285,97528,1,HBO71,Recycleable,HB20
D524,AT2R,1,3030975,1,IXX26,Not Applicable,IX14
E525,AT2W,1,30308,1,IYE04,Primeblue nylon,IY17
F526,DO07,14,975348,1,HFX68,Recycled,HF22
G527,AT5I,1,3428,100,IXK04,Primeblue nylon,IX10
H528,PR47,37,975530,1,LDW22,Recycleable,LD5
I529,TRK4,37,975342,1,ELI88,PFC free,EL14
J530,TRVF,39,83430,1,NQJ18,Recycled plastic,NQ4
K531,TRK4,215,8730,1,IXL70,Not Applicable,IX5
L532,DO07,209,3099,1,LEZ05,Recycleable,LE8
M533,AT2E,1,309975,600,KXM58,Recycled plastic,KX2
N534,DO01,79,975349,1,IPC84,Low carbon footprint,IP21
O535,AT2E,1,3092,308,EPC57,Recycled,EP16
P536,AT2E,1,885,1,DRA22,Recycleable,DR11
Q537,AT2O,1,3095,100,EPI64,Organic materials,EP1
R538,TRK4,21,975342,1,DBF30,Low carbon footprint,DB22
S539,TRFP,251,975534,308,34725,Recycled plastic,341
T540,DO07,14,30305,150,LGK10,PFC free,LG14
U541,AT2E,1,3030975,1,FSK40,Vegan,FS17
V542,DO07,205,8342,1,LGI07,Recycleable,LG12
W543,AT2E,1,3030975,100,HKT49,Recycled plastic,HK8
X544,PR7M,39,975348,300,KYW39,Primeblue nylon,KY16
Y545,DO07,205,3079,1,62489,Reegrow,6216
Z546,AT2E,1,9752975,302,FXI60,Organic materials,FX2
A547,AT2O,1,885,100,KXO17,Recycleable,KX16
B548,M3X,251,30834,100,JAC64,Recycled plastic,JA1
C549,TRK7,51,30305,1,IRV31,Low carbon footprint,IR19
D550,AT2F,1,30308,100,DUY63,Reegrow,DU17
E551,TRVF,21,83430,35,FLH04,Recycled,FL5
F552,M3X,114,975349,1,KYI33,Reegrow,KY5
G553,AT2R,1,3030975,1,KYZ12,Not Applicable,KY19
H554,TRK4,36,975534,99,IPE88,PFC free,IP20
I555,AT2E,1,9752975,26,IUV48,Primeblue nylon,IU11
J556,M3X,14,97526,1,51192,Recycled plastic,5117
K557,AT2E,1,30308,1,JKA24,Primeblue nylon,JK0
L558,DO01,66,975349,408,FSG28,Primeblue nylon,FS12
M559,AT2E,1,975234,51,FCE86,Primeblue nylon,FC25
N560,DO07,205,3079,1,EPC29,Not Applicable,EP22
O561,DO07,205,975348,1,EOT83,Primeblue nylon,EO9
P562,TRFU,44,97528,1,JQ435,Organic materials,JQ8
Q563,TREU,252,303030,51,FBD54,Organic materials,FB14
R564,M3X,24,975348,997,IPB10,Organic materials,IP23
S565,AT2Q,3,3030975,100,JKK12,PFC free,JK24
T566,AT39,104,9759758,100,IHY02,Not Applicable,IH7
U567,TRKX,287,975534,1,BSV73,Low carbon footprint,BS10
V568,AT2E,1,97522,830,KZC61,PFC free,KZ0
W569,AT2E,1,3092,100,EPA63,Organic materials,EP0
X570,AT2E,1,885,100,IG336,Recycled plastic,IG21
Y571,AT2E,161,30302,610,GTI86,PFC free,GT25
Z572,AT39,104,9759758,1,EOT93,Primeblue nylon,EO17
A573,DO07,209,3099,1,DQU53,Recycleable,DQ3
B574,TRK4,16,9758975,100,FUV59,Primeblue nylon,FU22
C575,M3X,39,975348,997,GVQ58,Recycleable,GV10
D576,AT2E,1,9752975,100,GLD93,Not Applicable,GL6
E577,AT2X,1,30302,1,BTT52,PFC free,BT9
F578,DO05,24,34230,560,IXR53,Not Applicable,IX21
G579,DO75,44,3079,1,END60,Recycleable,EN8
H580,TRK4,19,886,1,JKG14,Recycled,JK4
I581,AT2E,1,30934,56,DQZ72,Low carbon footprint,DQ18
J582,TRKJ,37,975530,100,GVJ02,Recycled plastic,GV8
K583,AT2E,1,30934,52,GVA02,Organic materials,GV20
L584,AT2X,1,30934,35,FWN04,Primeblue nylon,FW13
M585,TRK7,117,303030,1,LDT54,Low carbon footprint,LD4
N586,AT4T,104,89757,328,IG199,Recycled plastic,IG18
O587,AT2X,1,30930,1,KZX02,Low carbon footprint,KZ5
P588,AT2O,1,885,1,LTA33,Primeblue nylon,LT1
Q589,DO07,29,303034,100,DBB15,PFC free,DB1
R590,AT2X,1,3098,1,FSM72,Primeblue nylon,FS12
S591,M3X,4,9759756,1,LSL12,Vegan,LS17
T592,M3X,39,975348,997,JQ432,Low carbon footprint,JQ16
U593,TRK7,267,3099,408,DQT22,Recycled plastic,DQ24
V594,AT2E,1,975306,1,DRA22,PFC free,DR0
W595,AT2C,3,3096,1,IZH62,Recycleable,IZ22
X596,PRLI,14,83430,1,25051,Recycleable,250
Y597,M3X,39,897534,1,FUH83,Reegrow,FU12
Z598,AT2F,1,3030975,47,HAK85,Reegrow,HA20
A599,AT2X,1,30302,1,GDE37,Low carbon footprint,GD16
B600,AT3Z,1,3030975,100,IYM94,Not Applicable,IY7
C601,TRK4,14,975530,408,21710,Reegrow,2121
D602,DO07,209,30834,1,HJ074,Recycleable,HJ12
E603,AT2E,1,30308,1,GEX31,Reegrow,GE17
F604,AT2E,1,97534975,600,EPB26,Vegan,EP21
G605,M3X,205,8342,600,DBF31,Vegan,DB25
H606,AT2E,1,97522,100,IRW33,Primeblue nylon,IR6
I607,TRK4,19,34230,1,GER43,Not Applicable,GE5
J608,DO07,205,30345,1,GKD10,Recycled plastic,GK19
K609,TRFU,44,97528,1,EML91,Recycled,EM22
L610,TRLN,24,9758975,1,IB250,Vegan,IB9
M611,AT27,1,3095,100,IKK09,Reegrow,IK22
N612,AT2E,1,97522,1,FMF19,PFC free,FM1
O613,TRK4,19,342975,100,JQ428,Recycled,JQ25
P614,DO07,205,97526,435,LGM79,Organic materials,LG8
Q615,AT2E,1,9752975,50,DFA00,Recycled plastic,DF19
R616,DO0N,39,30834,219,FCH13,Recycled,FC21
S617,AT2E,1,9752975,100,DBB20,Vegan,DB0
T618,AT2E,1,975306,330,BAW94,Low carbon footprint,BA6
U619,DO07,14,303034,342,KZY10,PFC free,KZ20
V620,TRK4,39,303034,1,FCF51,Primeblue nylon,FC24
W621,AT2E,1,3092,1,FWB28,Not Applicable,FW18
X622,AT29,1,3030975,100,KZW14,Primeblue nylon,KZ4
Y623,AT2E,1,9752975,1,HJ075,Recycled,HJ17
Z624,AT3N,1,30308,100,JPS23,Low carbon footprint,JP4
A625,DO07,14,3079,408,BSW22,Recycled plastic,BS10
B626,TRLA,13,3079,342,GZP06,Not Applicable,GZ1
C627,AT28,161,30342,100,IPH23,Recycled plastic,IP5
D628,AT40,1,30308,100,BTQ36,Reegrow,BT9
E629,ATBM,1,30308,100,EBH71,Primeblue nylon,EB24
F630,AT2Q,104,89757,1,KXM09,Organic materials,KX24
G631,AT40,1,30308,100,DBB22,Organic materials,DB21
H632,AT2G,1,30302,100,28776,Recycleable,2824
I633,TRK4,37,878,1,JKK02,Not Applicable,JK3
J634,DO01,34,303034,665,GVL67,Vegan,GV8
K635,M3X,267,975348,40,GVD34,Primeblue nylon,GV22
L636,PRJN,44,975534,1,GVK65,Reegrow,GV15
M637,TRK7,267,30305,652,GDH36,Recycled,GD12
N638,PRAA,217,83430,1,16745,PFC free,168
O639,AT2V,1,30308,20,GDO59,Primeblue nylon,GD19
P640,AT51,202,30308,100,14232,Organic materials,1425
Q641,AT2E,1,97522,261,FTR03,Recycleable,FT7
R642,AT40,1,3030975,1,HIF40,PFC free,HI22
S643,AT39,104,9759758,1,HIF52,Not Applicable,HI2
T644,AT2E,1,9752975,1,GLC04,Recycled,GL12
U645,TRSV,253,975530,1,LEZ52,Vegan,LE25
V646,TRHE,44,975346,1,14276,Primeblue nylon,143
W647,AP0P,154,975349,730,DBI07,Reegrow,DB16
X648,TRK7,21,8342,35,KXX05,Recycleable,KX1
Y649,AT2E,1,3030975,100,DBH97,Recycleable,DB23
Z650,AT4Y,1,3030975,100,DBH42,Primeblue nylon,DB23
A651,DO01,220,878,262,IB257,Recycled plastic,IB18
B652,PRJP,24,8342,1,EMX26,Reegrow,EM15
C653,M3X,44,975348,1,DQW36,Recycled plastic,DQ3
D654,TRG2,36,975534,210,HJ071,Reegrow,HJ19
E655,TRK7,21,3079,1,KZJ83,Recycled plastic,KZ9
F656,AT2O,1,30930,100,IA165,Low carbon footprint,IA9
G657,DO27,68,9759756,100,GVU15,Not Applicable,GV22
H658,ATAC,1,30308,100,EBF93,Recycled plastic,EB8
I659,TRK4,16,897530,415,IEC97,Recycleable,IE24
J660,M3X,39,9759758,21,GJN48,Recycled,GJ2
K661,DO2Z,13,303034,1,LRP39,Recycled plastic,LR3
L662,TRK7,21,8342,1,DRC35,Primeblue nylon,DR17
M663,AT2E,1,97522,1,EPF87,Vegan,EP17
N664,M3X,39,303030,200,DQW35,Primeblue nylon,DQ8
O665,TRK7,39,3099,1,IB114,Not Applicable,IB19
P666,TRK4,51,30305,51,DBB22,Organic materials,DB23
Q667,DO01,39,342975,33,KZY73,Recycleable,KZ6
R668,AT5E,106,89757,1,KZT41,Recycled plastic,KZ4
S669,AT4N,104,89757,1,FWZ70,PFC free,FW0
T670,PRJN,263,975346,689,KYM98,PFC free,KY15
U671,AT28,202,30308,100,HJM62,Vegan,HJ6
V672,DO07,30,30834,219,GOD94,Low carbon footprint,GO5
W673,TRK4,216,3097,1,EBH05,Low carbon footprint,EB9
X674,AT2E,1,97534975,1,GVD11,Not Applicable,GV15
Y675,AT2F,1,30308,610,LEO65,Low carbon footprint,LE17
Z676,AT2X,1,30930,33,GVI94,PFC free,GV14
A677,AT2E,1,97534975,1,LGI07,Not Applicable,LG16
B678,DO1X,19,342975,461,GUU17,Recycled plastic,GU7
C679,TRGL,37,8342,35,DVI11,Recycled plastic,DV10
D680,AT2E,1,97534975,100,FRQ20,Reegrow,FR3
E681,AT2E,1,97534975,619,GLB98,Primeblue nylon,GL10
F682,TRK7,267,3079,1,GLD81,Recycled,GL8
G683,AT27,1,30302,1,GTC65,Vegan,GT8
H684,AT2E,1,3098,100,FXG29,Recycleable,FX8
I685,DO5F,205,3099,35,IXV91,Recycled plastic,IX5
J686,AT2O,1,8348,1,FTF12,Recycled,FT21
K687,TRK4,19,342975,415,HFC76,Not Applicable,HF24
L688,AT54,1,3085,302,LGE44,PFC free,LG12
M689,AT2I,1,3030975,100,GEE91,Organic materials,GE13
N690,AT2E,1,97534975,36,FCH78,Recycled plastic,FC7
O691,AT2B,1,30308,33,GLC04,PFC free,GL14
P692,M3X,39,897530,1,KYI33,Reegrow,KY2
Q693,AT28,1,30930,471,14274,Organic materials,1410
R694,AT4W,1,3030975,610,LDQ40,Recycled,LD8
S695,AT2E,1,975306,1,LRY83,Organic materials,LR2
T696,AT3H,1,30930,100,HKL89,Recycled,HK4
U697,AT2E,1,3030975,36,GVI35,Not Applicable,GV4
V698,AT2F,161,30342,1,KYX37,Organic materials,KY24
W699,DO07,267,8342,611,FTB92,Primeblue nylon,FT13
X700,AT3H,1,30930,50,EPG41,PFC free,EP23
Y701,TRLA,13,3079,342,A6756,Organic materials,A67
Z702,TRG0,13,83430,814,IOO70,Not Applicable,IO24
A703,M3X,39,897530,36,GLD81,Not Applicable,GL21
B704,DO0I,37,975530,1,EBH82,Vegan,EB9
C705,AT28,1,3030975,200,IB130,Recycled plastic,IB3
D706,PRVC,217,8342,1,14683,PFC free,148
E707,AT2E,1,9752975,423,KYM97,Recycled,KY21
F708,AT3O,1,3030975,415,GVT95,PFC free,GV12
G709,AT47,1,30934,33,GVS06,Not Applicable,GV4
H710,AT5E,106,89757,1,IXZ60,Primeblue nylon,IX25
I711,AT2J,1,3030975,422,JAC66,Not Applicable,JA2
J712,TRFU,288,975534,1,KXK72,PFC free,KX21
K713,AT2E,1,3030975,100,16488,Recycled,1617
L714,TRFZ,39,3079,690,LEX74,Low carbon footprint,LE22
M715,M3X,24,975348,454,JIB94,Recycled plastic,JI8
N716,DO2Z,21,83430,400,IVA38,Not Applicable,IV16
O717,TRFZ,39,3079,468,KZH14,Vegan,KZ12
P718,TRK4,13,975534,1,GLT89,Organic materials,GL23
Q719,AT2R,1,885,400,GLO09,Recycled plastic,GL16
R720,TRK4,39,975342,1,IB120,Vegan,IB6
S721,DO07,14,303030,400,FJL06,Low carbon footprint,FJ10
T722,DO07,21,303034,997,GLL73,Recycled,GL12
U723,AT3N,1,30308,100,IXT28,Organic materials,IX20
V724,AT2E,1,97534975,100,23656,Low carbon footprint,2323
W725,AT2E,1,97522,100,IZZ24,Reegrow,IZ4
X726,AT27,1,3095,1,FCI75,Reegrow,FC2
Y727,PRJP,21,8342,1,DVG57,Recycleable,DV8
Z728,PRGG,39,975342,1,EOV02,Recycled,EO8
A729,TRUX,166,3422,33,LEB59,PFC free,LE12
B730,M3X,39,9758975,26,FXY05,Recycled plastic,FX14
C731,AP0G,14,97528,1,LDT45,Recycleable,LD2
D732,M3X,61,975349,1,DUY88,Recycleable,DU1
E733,M3X,73,975349,1,ECQ86,Recycled,EC8
F734,DO01,66,3422,1,BTM62,Vegan,BT9
G735,TRGK,16,9758975,440,KCM23,Organic materials,KC24
H736,AT5E,106,89757,1,22658,PFC free,2224
I737,AT2V,1,3030975,1,51288,Vegan,511
J738,TRKR,267,3079,1,IXR21,Primeblue nylon,IX22
K739,TRKR,21,3079,690,GVD04,Reegrow,GV24
L740,AT2E,1,97522,1,DVH21,Reegrow,DV4
M741,PRAA,268,975530,1,KZA82,PFC free,KZ7
N742,AT2E,1,3098,20,KZO03,Vegan,KZ5
O743,DO07,21,303030,1,FWQ42,Vegan,FW11
P744,AT2O,1,3030975,150,LDP64,Reegrow,LD16
Q745,AT2S,1,30308,261,IUC81,Reegrow,IU23
R746,DO0S,21,8342,1,34725,Primeblue nylon,3421
S747,AT2X,1,3095,674,DWK67,Low carbon footprint,DW0
T748,AT2E,1,3092,1,LDW02,Vegan,LD14
U749,TRK7,267,3097,1,FSG27,Reegrow,FS15
V750,PRUD,39,83430,1,BK499,PFC free,BK5
W751,TRK4,37,97526,400,JAC12,Primeblue nylon,JA21
X752,M3X,39,9758975,1,DRE11,Vegan,DR2
Y753,TRKR,217,3079,22,HJ156,Low carbon footprint,HJ12
Z754,AT2E,1,30302,1,FCE88,Vegan,FC11
A755,AT3H,1,30930,100,IRK65,Low carbon footprint,IR1
B756,DO07,205,975348,1,GEW93,PFC free,GE1
C757,AT2E,1,3030975,610,CEY67,Not Applicable,CE12
D758,PR4A,1,30308,100,GLL36,Reegrow,GL17
E759,TRK4,30,897530,600,CFS71,Reegrow,CF9
F760,AT28,1,30302,1,KXB28,Low carbon footprint,KX0
G761,AT27,1,3095,423,JDU21,Primeblue nylon,JD16
H762,DO3F,191,9759756,730,FRX68,Primeblue nylon,FR7
I763,AT39,104,9759758,1,IUB96,Organic materials,IU4
J764,TRVF,267,8342,1,EDN13,Organic materials,ED11
K765,AT2E,1,975306,423,GEX62,Recycleable,GE13
L766,M3X,73,975349,1,DBG95,Recycleable,DB12
M767,AT2O,108,9759758,1,HGU87,Reegrow,HG13
N768,M3X,37,975348,21,HBC27,Organic materials,HB9
O769,AT2O,1,3095,100,KYJ92,Reegrow,KY22
P770,DOZB,13,975346,31,KYM98,PFC free,KY19
Q771,AT2F,1,30308,56,KXJ73,Low carbon footprint,KX14
R772,AT2J,1,3085,1,CEB71,PFC free,CE7
S773,AT2E,1,30930,33,13286,Recycleable,1317
T774,M3X,267,975348,443,LEC99,Vegan,LE19
U775,TRK4,14,975530,1,FXL11,Vegan,FX7
V776,AT2E,1,3030975,273,HBM71,Primeblue nylon,HB24
W777,AT3S,1,30302,100,CEA01,Recycled plastic,CE12
X778,AT2E,1,309975,1,LDJ05,Recycled,LD0
Y779,TRKR,34,303034,689,LAL46,Primeblue nylon,LA4
Z780,AT28,1,3030975,100,FCI76,Reegrow,FC17
A781,AT2E,1,97522,689,DTE40,Vegan,DT11
B782,TRVF,39,8342,1,WH847,Recycleable,WH25
C783,AT3H,1,30930,50,FSW05,Recycled plastic,FS2
D784,PRR2,217,3099,400,GES26,Not Applicable,GE5
E785,TRGL,39,8342,400,HJ715,Vegan,HJ7
F786,DO01,24,34230,1,BTI35,Primeblue nylon,BT6
G787,TRG2,16,9758975,51,28389,Reegrow,2818
H788,AT27,1,30934,100,LQC27,Recycled plastic,LQ10
I789,DO07,37,8342,273,GLE12,Not Applicable,GL14
J790,M3X,39,303030,1,LDG89,Recycled plastic,LD1
K791,AT3P,1,30302,100,IUB92,Not Applicable,IU3
L792,TRMB,16,9758975,720,JAH03,Not Applicable,JA8
M793,AT2E,1,9752975,1,GUO67,Recycled,GU7
N794,AT2E,1,3092,1,GJZ08,Recycled,GJ8
O795,AT2Q,3,3096,1,LDZ47,Reegrow,LD18
P796,TRK4,19,886,690,HGM52,Not Applicable,HG5
Q797,AT2E,1,9752975,100,LDV25,Recycleable,LD20
R798,TRK7,21,3097,1,LEP25,Reegrow,LE16
S799,AT2M,1,97522,1,28343,Vegan,286
T800,AT4B,108,9759758,730,IWX35,Vegan,IW24
U801,AT2E,1,9752975,1,BBA50,Recycled,BB11
V802,DO07,39,303030,1,GSV74,Low carbon footprint,GS24
W803,PR9R,7,9759756,997,EOT43,Recycled plastic,EO3
X804,AT2E,1,97534975,442,DRB25,PFC free,DR12
Y805,TRK7,39,3099,22,KYG18,Recycled plastic,KY23
Z806,AT2R,1,3088,429,CR994,Not Applicable,CR4
A807,AT2R,1,885,454,KZN48,Organic materials,KZ18
B808,AT2E,202,3088,14,CLL80,Reegrow,CL18
C809,DO07,267,303030,1,NQJ33,Recycled,NQ21
D810,AT2O,1,30930,100,IZY62,Recycled,IZ17
E811,AT2E,1,9752975,100,22995,Primeblue nylon,2225
F812,TRK4,16,9758975,100,EPB44,Organic materials,EP0
G813,AT2Q,3,3096,36,EPD78,Vegan,EP8
H814,DO01,21,34230,1,GLS57,Reegrow,GL10
I815,AT2E,1,3088,960,51203,Not Applicable,5112
J816,DO07,14,303034,34,JQ226,Reegrow,JQ14
K817,AT2O,1,3030975,734,439,Recycled,4325
L818,AT2G,1,30302,100,GNS29,Recycleable,GN21
M819,DO1X,19,342975,461,GVI37,Low carbon footprint,GV9
N820,AT2E,1,97522,50,EPE57,Not Applicable,EP2
O821,TRK4,216,9759758,23,DVF22,Recycled,DV1
P822,AT2E,1,30308,503,GVW78,Recycled,GV5
Q823,TRK4,16,89755,100,JQC02,Not Applicable,JQ5
R824,AT3S,1,3030975,100,BTI74,Primeblue nylon,BT6
S825,DO01,82,975349,1,IZN67,Low carbon footprint,IZ0
T826,AT5E,108,89757,517,FYI50,Not Applicable,FY23
U827,TRZR,216,303030,408,GTI22,Recycleable,GT1
V828,AT40,1,30308,100,23996,Organic materials,2310
W829,AT39,104,89757,100,FBO02,Recycleable,FB21
X830,AT2E,1,30308,1,JMB92,Recycleable,JM18
Y831,AT2G,1,30934,1,DBI53,Reegrow,DB6
Z832,AT2O,1,97534975,1,IXT90,Vegan,IX9
A833,TRK4,16,9758975,600,P2698,Not Applicable,P212
B834,TRK4,66,975349,1,LDU91,Recycled,LD10
C835,AT3H,1,30302,100,DUO33,Primeblue nylon,DU5
D836,AT26,1,3030975,100,JB624,Not Applicable,JB8
E837,AT2E,1,3030975,100,DBG95,Reegrow,DB18
F838,TRK4,21,975346,36,16422,Recycled plastic,166
G839,AT27,1,3098,100,CFB65,Recycled,CF25
H840,TRKR,39,3079,1,BJ016,Recycleable,BJ9
I841,TRK4,30,30305,662,GVK71,Not Applicable,GV23
J842,DO07,21,303034,997,GSW81,Low carbon footprint,GS6
K843,PRJN,287,975346,1,DQY88,Organic materials,DQ0
L844,AT2E,1,30934,440,KXL79,PFC free,KX8
M845,DO07,14,303030,1,KXV41,Primeblue nylon,KX9
N846,AT39,104,89757,471,IRI28,Organic materials,IR18
O847,AT26,314,3085,100,24744,Recycled plastic,2419
P848,AT5E,108,9759758,440,KZN48,Organic materials,KZ2
Q849,AT2F,1,3030975,47,JKA46,Primeblue nylon,JK1
R850,TRK4,37,975342,1,LDJ77,PFC free,LD4
S851,DO07,39,303030,1,KYJ77,Organic materials,KY7
T852,AT2E,1,30934,1,IYG25,Reegrow,IY1
U853,AT2E,1,975345,100,IOZ68,Recycleable,IO10
V854,M3X,205,975348,100,IHY01,Organic materials,IH22
W855,AT29,1,3030975,20,LEA04,Vegan,LE6
X856,AT2E,1,97522,741,FVF66,Not Applicable,FV12
Y857,AT2F,1,3030975,1,LDV18,Primeblue nylon,LD16
Z858,AT2E,1,97534975,100,EBE71,Organic materials,EB13
A859,ATAC,1,30308,100,FWX43,Recycled,FW4
B860,AT2O,1,975306,1,EPH61,PFC free,EP23
C861,AT27,1,30930,1,FUG83,Vegan,FU1
D862,M3X,36,9758975,100,GVA09,Recycled plastic,GV24
E863,M3X,14,975348,100,HAK97,Low carbon footprint,HA7
F864,AT2E,1,3092,36,LGE92,PFC free,LG24
G865,AT4Y,1,3030975,100,GEX04,Recycleable,GE25
H866,AT28,1,30302,100,FKO03,Vegan,FK19
I867,TRK4,216,303034,650,CFB25,Organic materials,CF25
J868,AT2G,1,30302,100,IWP69,Not Applicable,IW16
K869,AT2O,1,87975,1,FWQ24,Not Applicable,FW7
L870,TRK7,39,3099,1,IB118,Recycled,IB11
M871,AT2E,1,3428,100,KZX24,Recycleable,KZ20
N872,DO0B,39,3078,1,ISZ07,Recycled plastic,IS5
O873,TRZ8,68,9759756,1,22200,PFC free,2218
P874,TRFT,24,97526,893,LAG33,Low carbon footprint,LA13
Q875,TRK7,21,8342,273,FBB06,Recycled plastic,FB15
R876,AT5E,106,89757,1,IXR53,Organic materials,IX9
S877,AT2E,1,309975,1,IXZ69,Reegrow,IX6
T878,DO07,14,3078,100,GEZ15,PFC free,GE1
U879,DO31,252,303030,424,KYP65,Organic materials,KY3
V880,AT2E,161,30302,610,LDT63,PFC free,LD10
W881,AT2X,1,3095,415,FRO16,Recycled plastic,FR2
X882,AT2E,1,97522,330,DBB04,Vegan,DB15
Y883,M3X,251,975348,1,FYT16,Not Applicable,FY12
Z884,M3X,66,30307,100,IYN05,Recycleable,IY2
A885,AT2O,1,97534975,1,IPF92,Low carbon footprint,IP13
B886,TRK7,217,3097,1,KYV22,Primeblue nylon,KY1
C887,AT2S,108,9759758,1,KYJ52,Recycled,KY23
D888,TRK4,281,8730,1,GMN18,PFC free,GM17
E889,DO07,209,3079,1,GVT20,Recycled,GV4
F890,AT26,201,3030975,50,LEZ73,Organic materials,LE15
G891,DO07,39,303030,681,HFW80,Reegrow,HF21
H892,DO07,21,303030,1,DQW36,Vegan,DQ8
I893,DO07,205,83430,471,FSD62,Low carbon footprint,FS3
J894,TRK4,216,30305,450,IWT31,PFC free,IW19
K895,AT4N,104,9759758,328,FCA42,Not Applicable,FC2
L896,AT2F,1,30302,841,FBW03,PFC free,FB0
M897,AT2M,1,3030975,56,LSV57,Recycled,LS14
N898,TRK7,252,303034,1,FUK41,Not Applicable,FU8
O899,AT2E,1,30308,50,EFL35,Recycled,EF8
P900,TRK4,24,97526,20,FSD53,Recycled,FS23
Q901,DO07,14,303034,342,EOT82,Vegan,EO3
R902,AT2E,1,97522,330,IKK08,Recycled,IK11
S903,TRK4,66,975349,403,DBE41,PFC free,DB9
T904,DO07,21,3078,300,IRH51,Reegrow,IR23
U905,AT27,161,30302,1,CEY90,Vegan,CE25
V906,AT2R,161,30308,610,GZH54,Low carbon footprint,GZ8
W907,TRFT,24,97526,893,31841,Primeblue nylon,311
X908,AT2G,1,30302,100,HJE88,Recycleable,HJ5
